iter	RMSE
271	13.02680371
272	13.01621622
273	13.01034556
274	13.00692053
275	13.00284361
276	12.99824017
277	12.99584857
278	12.9931351
279	12.98988496
280	12.98619857
281	12.98104183
282	12.97751818
283	12.97386282
284	12.96904384
285	12.96622341
286	12.96340849
287	12.96107631
288	12.95872847
289	12.95547912
290	12.95168179
291	12.9492001
292	12.94574857
293	12.9427335
294	12.9403434
295	12.93692373
296	12.93275598
297	12.92899712
298	12.9258361
299	12.92239384
300	12.92035939
301	12.91749034
302	12.91406788
303	12.91153289
304	12.90780696
305	12.90270296
306	12.8997609
307	12.89669319
308	12.89286486
309	12.88952804
310	12.88634022
311	12.88375687
312	12.88200066
313	12.8778142
314	12.87506085
315	12.87337752
316	12.87213282
317	12.86809454
318	12.86502844
319	12.86009105
320	12.85838555
321	12.85611983
322	12.85267625
323	12.85090541
324	12.8473343
325	12.84540353
326	12.84166812
327	12.83737938
328	12.83495097
329	12.82657439
330	12.82371427
331	12.82119813
332	12.81782827
333	12.81510595
334	12.81354235
335	12.81040748
336	12.8050969
337	12.80353986
338	12.80168282
339	12.79916798
340	12.79681441
341	12.79379821
342	12.78893897
343	12.78649048
344	12.78401037
345	12.78009826
346	12.77491736
347	12.77223246
348	12.7680049
349	12.76608675
350	12.76289079
351	12.76050485
352	12.75611999
353	12.75089372
354	12.74803029
355	12.74522457
356	12.74300322
357	12.74110332
358	12.73870868
359	12.73868406
360	12.73588476
361	12.73427071
362	12.73021034
363	12.72839261
364	12.72551161
365	12.72126859
366	12.71873323
367	12.7170788
368	12.71447668
369	12.71158183
370	12.7087793
371	12.70745458
372	12.704042
373	12.70112851
374	12.69963785
375	12.69532859
376	12.69343204
377	12.68634312
378	12.68429082
379	12.68164805
380	12.67946821
381	12.67673898
382	12.67471152
383	12.67085383
384	12.66790914
385	12.6654947
386	12.66424404
387	12.66200149
388	12.66079007
389	12.65899658
390	12.65670493
391	12.65377119
392	12.65011072
393	12.64682817
394	12.64475147
395	12.64133617
396	12.63938192
397	12.63594808
398	12.63454328
399	12.62990282
400	12.62768363
401	12.62283044
402	12.61992683
403	12.61770444
404	12.61521662
405	12.61259155
406	12.60978631
407	12.6071913
408	12.60610483
409	12.60302931
410	12.60071495
411	12.59813358
412	12.59564388
413	12.59219697
414	12.59016751
415	12.58828732
416	12.58171388
417	12.57936499
418	12.57610554
419	12.57479513
420	12.57254663
421	12.57077097
422	12.56890187
423	12.56260224
424	12.56008027
425	12.55790615
426	12.55603015
427	12.54999449
428	12.54418717
429	12.54223234
430	12.54078041
431	12.5389208
432	12.53783974
433	12.53588742
434	12.53365879
435	12.53206548
436	12.52935727
437	12.52720618
438	12.5246877
439	12.52303619
440	12.51998138
441	12.5179153
442	12.51583383
443	12.51345726
444	12.51224654
445	12.5092947
446	12.50615205
447	12.50434527
448	12.50184494
449	12.49892645
450	12.49714837
451	12.49224985
452	12.49020043
453	12.48846564
454	12.4867435
455	12.48505311
456	12.48216579
457	12.47770874
458	12.47339505
459	12.47131537
460	12.46815844
461	12.4652437
462	12.46297545
463	12.46075548
464	12.45924712
465	12.45269033
466	12.44800419
467	12.44588243
468	12.44132039
469	12.43961731
470	12.43667522
471	12.43397044
472	12.43186581
473	12.42895305
474	12.42511763
475	12.42221358
476	12.42060821
477	12.41938159
478	12.41364284
479	12.41054459
480	12.40789321
481	12.40450995
482	12.40298229
483	12.40111683
484	12.39842809
485	12.39623662
486	12.3931688
487	12.39026715
488	12.38716967
489	12.38560383
490	12.38462973
491	12.3826725
492	12.38086286
493	12.37757288
494	12.37363618
495	12.37203112
496	12.3687313
497	12.36657823
498	12.36483079
499	12.36071193
500	12.35679062
501	12.35543369
502	12.34969024
503	12.34731715
504	12.34522525
505	12.34397592
506	12.34268249
507	12.34047674
508	12.33735847
509	12.33467151
510	12.33004088
511	12.32519618
512	12.32339799
513	12.32045654
514	12.31791958
515	12.31598126
516	12.31429048
517	12.31244549
518	12.30983378
519	12.30732215
520	12.30423181
521	12.30272866
522	12.30120532
523	12.29919867
524	12.29586113
525	12.29428801
526	12.29428154
527	12.2920125
528	12.29063058
529	12.286997
530	12.28501932
531	12.28332084
532	12.28174461
533	12.28009526
534	12.27821665
535	12.27643515
536	12.27495615
537	12.27495105
538	12.27288454
539	12.26996161
540	12.26821168
541	12.26702606
542	12.265476
543	12.26353695
544	12.25926789
545	12.2577655
546	12.25529459
547	12.2529599
548	12.25159382
549	12.24901779
550	12.24733898
551	12.24733449
552	12.24431395
553	12.24284846
554	12.24119821
555	12.2388103
556	12.23679454
557	12.23546971
558	12.23426411
559	12.23240179
560	12.23094165
561	12.22958279
562	12.22624157
563	12.22412128
564	12.22208775
565	12.22081924
566	12.22081542
567	12.21871076
568	12.21744999
569	12.21519248
570	12.21351655
571	12.21184426
572	12.20908329
573	12.20709696
574	12.20578534
575	12.20311352
576	12.20116271
577	12.19971397
578	12.19652936
579	12.19547533
580	12.19388823
581	12.19223095
582	12.19083931
583	12.18945834
584	12.18738141
585	12.18552709
586	12.18077237
587	12.17802891
588	12.17632213
589	12.17419881
590	12.17220795
591	12.16962999
592	12.16795171
593	12.16556145
594	12.16245542
595	12.16049182
596	12.15835323
597	12.15688156
598	12.15528361
599	12.15413518
600	12.15081056
601	12.14909356
602	12.14742646
603	12.14615474
604	12.14441374
605	12.14186043
606	12.13985604
607	12.13730891
608	12.13570537
609	12.13467095
610	12.13225746
611	12.13108298
612	12.1290503
613	12.1256416
614	12.12150954
615	12.11983612
616	12.11891722
617	12.11759783
618	12.11521592
619	12.11331634
620	12.11174725
621	12.10982038
622	12.10704187
623	12.10530481
624	12.10373421
625	12.09957751
626	12.09800564
627	12.09451111
628	12.09192802
629	12.09074486
630	12.08904395
631	12.08742244
632	12.08620738
633	12.08516145
634	12.08344933
635	12.08055219
636	12.07929382
637	12.07649335
638	12.07526709
639	12.07402182
640	12.07284694
641	12.06965786
642	12.06724604
643	12.06518106
644	12.06349086
645	12.06112579
646	12.05923395
647	12.05766841
648	12.0563565
649	12.05335867
650	12.05189939
651	12.05020259
652	12.04886526
653	12.0481452
654	12.04514193
655	12.0434603
656	12.04235415
657	12.04079596
658	12.03966245
659	12.0376602
660	12.03646028
661	12.0350064
662	12.03383302
663	12.0313286
664	12.02914366
665	12.02811547
666	12.02712266
667	12.02568633
668	12.02434758
669	12.0209121
670	12.01892991
671	12.01719577
672	12.014062
673	12.01327518
674	12.01118005
675	12.00912952
676	12.00732461
677	12.00625053
678	12.00530753
679	12.00374379
680	12.00253981
681	12.00090538
682	11.99729625
683	11.99601186
684	11.9938801
685	11.99264822
686	11.99123985
687	11.98987952
688	11.9887419
689	11.9878438
690	11.9863869
691	11.98421744
692	11.98199157
693	11.97835068
694	11.97288921
695	11.97115489
696	11.96993311
697	11.96869235
698	11.9667971
699	11.96483619
700	11.96391655
701	11.96308636
702	11.96181256
703	11.96036353
704	11.95829314
705	11.956686
706	11.9555081
707	11.95403713
708	11.95311661
709	11.95170642
710	11.95084246
711	11.94932098
712	11.9471706
713	11.94522982
714	11.94328337
715	11.94209354
716	11.94124405
717	11.94051225
718	11.93862314
719	11.93785548
720	11.93691343
721	11.9356985
722	11.93218865
723	11.93145925
724	11.92966375
725	11.92831861
726	11.92699767
727	11.92569345
728	11.92443608
729	11.9223585
730	11.92116451
731	11.91990158
732	11.91834229
733	11.91648946
734	11.91539174
735	11.91391812
736	11.91201223
737	11.9107793
738	11.90961655
739	11.90871527
740	11.90789894
741	11.90612095
742	11.90290727
743	11.90184132
744	11.90044552
745	11.89881806
746	11.89580514
747	11.89449212
748	11.89345909
749	11.89193361
750	11.89092882
751	11.88910336
752	11.88390106
753	11.88307277
754	11.88156734
755	11.87985894
756	11.87858086
757	11.87725379
758	11.87619816
759	11.87474519
760	11.87385281
761	11.87294295
762	11.87173786
763	11.87103564
764	11.86989518
765	11.86853338
766	11.86733286
767	11.86585131
768	11.86450128
769	11.86333583
770	11.86116755
771	11.85957601
772	11.85836565
773	11.85493332
774	11.8530549
775	11.85218263
776	11.85088483
777	11.84934697
778	11.84594521
779	11.84460913
780	11.84384955
781	11.8416073
782	11.84026166
783	11.83820509
784	11.83528981
785	11.83343396
786	11.83221455
787	11.83067563
788	11.82914864
789	11.82719446
790	11.82606332
791	11.8243292
792	11.82276775
793	11.82195679
794	11.82015645
795	11.8184318
796	11.81717456
797	11.81610498
798	11.81403484
799	11.81247849
800	11.81117722
801	11.81007783
802	11.80893887
803	11.80798751
804	11.8066704
805	11.80535997
806	11.80422168
807	11.80190716
808	11.80122737
809	11.79915343
810	11.79758289
811	11.79602018
812	11.79454233
813	11.7927039
814	11.79113227
815	11.78969679
816	11.78671898
817	11.78480513
818	11.78384669
819	11.78235983
820	11.78144054
821	11.78012166
822	11.77885171
823	11.77769223
824	11.7764175
825	11.77360236
826	11.77242129
827	11.77159095
828	11.7700555
829	11.76904861
830	11.76427586
831	11.7629613
832	11.76154751
833	11.75975069
834	11.7588714
835	11.75569995
836	11.75393654
837	11.75296579
838	11.75170194
839	11.75077486
840	11.74839201
841	11.74707497
842	11.74574857
843	11.74437065
844	11.74032886
845	11.73817678
846	11.73713485
847	11.73610882
848	11.73503783
849	11.73244304
850	11.73137437
851	11.72797972
852	11.72701049
853	11.72520393
854	11.72394687
855	11.72308483
856	11.7212444
857	11.71971688
858	11.71869146
859	11.71816224
860	11.71683154
861	11.71519163
862	11.71412552
863	11.71238773
864	11.70949859
865	11.70834019
866	11.70721078
867	11.70632141
868	11.70472172
869	11.703428
870	11.70177758
871	11.70047758
872	11.69760752
873	11.69597249
874	11.69508066
875	11.69244984
876	11.69082936
877	11.6899616
878	11.68895329
879	11.68806806
880	11.68651388
881	11.68599405
882	11.68470482
883	11.68372773
884	11.68244425
885	11.68007552
886	11.67914379
887	11.67851557
888	11.67725816
889	11.67649102
890	11.67609582
891	11.67497893
892	11.67411617
893	11.67272939
894	11.67081105
895	11.66969937
896	11.66869187
897	11.66781583
898	11.66696018
899	11.66628604
900	11.66493675
901	11.66380028
902	11.66187727
903	11.6610237
904	11.65919852
905	11.65756912
906	11.65661116
907	11.65514539
908	11.65443277
909	11.65305143
910	11.6521366
911	11.65063654
912	11.64805012
913	11.6471472
914	11.64617184
915	11.64362282
916	11.64228098
917	11.64170776
918	11.64061617
919	11.63960744
920	11.63842306
921	11.63713858
922	11.63597134
923	11.63511342
924	11.63442398
925	11.63285525
926	11.63068361
927	11.62843801
928	11.62754513
929	11.6267536
930	11.62608396
931	11.6246847
932	11.62413009
933	11.62335966
934	11.62233906
935	11.62158
936	11.62000009
937	11.61794643
938	11.61689001
939	11.6126355
940	11.61117969
941	11.61027627
942	11.60883747
943	11.60724254
944	11.60472177
945	11.60364427
946	11.60282251
947	11.60134128
948	11.60076451
949	11.59952213
950	11.59849099
951	11.59703682
952	11.59607977
953	11.59518412
954	11.59423521
955	11.59333137
956	11.59219861
957	11.59107693
958	11.59065217
959	11.58836691
960	11.58779582
961	11.58714747
962	11.58602551
963	11.58518639
964	11.58397018
965	11.58312918
966	11.58253094
967	11.58128272
968	11.58043876
969	11.57990308
970	11.57763554
971	11.5769059
972	11.57584109
973	11.57428703
974	11.57342136
975	11.57262215
976	11.57190286
977	11.57102812
978	11.57051467
979	11.56930261
980	11.56852014
981	11.56799128
982	11.56686418
983	11.56607501
984	11.56539193
985	11.56192165
986	11.56081203
987	11.55939674
988	11.55908118
989	11.55835843
990	11.55555518
991	11.55464683
992	11.55351658
993	11.55223058
994	11.55143505
995	11.55043338
996	11.54937618
997	11.5479314
998	11.5469266
999	11.54626648
.76234046
